total_population,pop_high_risk,pop_moderate_risk,pop_low_risk,pct_high_risk,pct_moderate_risk,pct_low_risk,block_groups_total,mean_risk_score
979682,106846.0,160225.0,686450.0,10.906192009243815,16.354796760581493,70.06865493088573,773,1.3891236610318425
